Value,Name-et-EE,Name-en-GB,Name-ru-RU,Label-et-EE,Label-en-GB,Label-ru-RU,Parent,Level,Description-et-EE,Description-en-GB,Description-ru-RU,IsGenerated,IsValid,ValidFrom,ValidTo
2848,,,,Kata küla,Kata village,Деревня Ката,0338,3,"Harju maakond, Kose vald, Kata küla","Harju county, Kose rural municipality, Kata village","Харьюский уезд, волость Козе, деревня Ката",,1,,
2852,,,,Katsina küla,Katsina village,Деревня Катсина,0338,3,"Harju maakond, Kose vald, Katsina küla","Harju county, Kose rural municipality, Katsina village","Харьюский уезд, волость Козе, деревня Катсина",,1,,
3140,,,,Kirivalla küla,Kirivalla village,Деревня Киривалла,0338,3,"Harju maakond, Kose vald, Kirivalla küla","Harju county, Kose rural municipality, Kirivalla village","Харьюский уезд, волость Козе, деревня Киривалла",,1,,
3156,,,,Kiruvere küla,Kiruvere village,Деревня Кирувере,0338,3,"Harju maakond, Kose vald, Kiruvere küla","Harju county, Kose rural municipality, Kiruvere village","Харьюский уезд, волость Козе, деревня Кирувере",,1,,
3363,,,,Kolu küla,Kolu village,Деревня Колу,0338,3,"Harju maakond, Kose vald, Kolu küla","Harju county, Kose rural municipality, Kolu village","Харьюский уезд, волость Козе, деревня Колу",,1,,
3460,,,,Kose alevik,Kose small town,Сельский посёлок Козе,0338,3,"Harju maakond, Kose vald, Kose alevik","Harju county, Kose rural municipality, Kose small town","Харьюский уезд, волость Козе, сельский посёлок Козе",,1,,
3464,,,,Kose-Uuemõisa alevik,Kose-Uuemõisa small town,Сельский посёлок Козе-Ууэмыйза,0338,3,"Harju maakond, Kose vald, Kose-Uuemõisa alevik","Harju county, Kose rural municipality, Kose-Uuemõisa small town","Харьюский уезд, волость Козе, сельский посёлок Козе-Ууэмыйза",,1,,
3492,,,,Krei küla,Krei village,Деревня Крей,0338,3,"Harju maakond, Kose vald, Krei küla","Harju county, Kose rural municipality, Krei village","Харьюский уезд, волость Козе, деревня Крей",,1,,
3546,,,,Kuivajõe küla,Kuivajõe village,Деревня Куйвайыэ,0338,3,"Harju maakond, Kose vald, Kuivajõe küla","Harju county, Kose rural municipality, Kuivajõe village","Харьюский уезд, волость Козе, деревня Куйвайыэ",,1,,
3553,,,,Kukepala küla,Kukepala village,Деревня Кукепала,0338,3,"Harju maakond, Kose vald, Kukepala küla","Harju county, Kose rural municipality, Kukepala village","Харьюский уезд, волость Козе, деревня Кукепала",,1,,
3829,,,,Kõrvenurga küla,Kõrvenurga village,Деревня Кырвенурга,0338,3,"Harju maakond, Kose vald, Kõrvenurga küla","Harju county, Kose rural municipality, Kõrvenurga village","Харьюский уезд, волость Козе, деревня Кырвенурга",,1,,
3834,,,,Kõue küla,Kõue village,Деревня Кыуэ,0338,3,"Harju maakond, Kose vald, Kõue küla","Harju county, Kose rural municipality, Kõue village","Харьюский уезд, волость Козе, деревня Кыуэ",,1,,
4020,,,,Laane küla,Laane village,Деревня Лаане,0338,3,"Harju maakond, Kose vald, Laane küla","Harju county, Kose rural municipality, Laane village","Харьюский уезд, волость Козе, деревня Лаане",,1,,
4242,,,,Leistu küla,Leistu village,Деревня Лейсту,0338,3,"Harju maakond, Kose vald, Leistu küla","Harju county, Kose rural municipality, Leistu village","Харьюский уезд, волость Козе, деревня Лейсту",,1,,
4352,,,,Liiva küla,Liiva village,Деревня Лийва,0338,3,"Harju maakond, Kose vald, Liiva küla","Harju county, Kose rural municipality, Liiva village","Харьюский уезд, волость Козе, деревня Лийва",,1,,
4577,,,,Lutsu küla,Lutsu village,Деревня Лутсу,0338,3,"Harju maakond, Kose vald, Lutsu küla","Harju county, Kose rural municipality, Lutsu village","Харьюский уезд, волость Козе, деревня Лутсу",,1,,
4667,,,,Lööra küla,Lööra village,Деревня Лёэра,0338,3,"Harju maakond, Kose vald, Lööra küla","Harju county, Kose rural municipality, Lööra village","Харьюский уезд, волость Козе, деревня Лёэра",,1,,
4788,,,,Marguse küla,Marguse village,Деревня Маргузе,0338,3,"Harju maakond, Kose vald, Marguse küla","Harju county, Kose rural municipality, Marguse village","Харьюский уезд, волость Козе, деревня Маргузе",,1,,
5485,,,,Nutu küla,Nutu village,Деревня Нуту,0338,3,"Harju maakond, Kose vald, Nutu küla","Harju county, Kose rural municipality, Nutu village","Харьюский уезд, волость Козе, деревня Нуту",,1,,
5506,,,,Nõmbra küla,Nõmbra village,Деревня Нымбра,0338,3,"Harju maakond, Kose vald, Nõmbra küla","Harju county, Kose rural municipality, Nõmbra village","Харьюский уезд, волость Козе, деревня Нымбра",,1,,
5518,,,,Nõmmeri küla,Nõmmeri village,Деревня Ныммери,0338,3,"Harju maakond, Kose vald, Nõmmeri küla","Harju county, Kose rural municipality, Nõmmeri village","Харьюский уезд, волость Козе, деревня Ныммери",,1,,
5537,,,,Nõrava küla,Nõrava village,Деревня Нырава,0338,3,"Harju maakond, Kose vald, Nõrava küla","Harju county, Kose rural municipality, Nõrava village","Харьюский уезд, волость Козе, деревня Нырава",,1,,
5656,,,,Ojasoo küla,Ojasoo village,Деревня Оясоо,0338,3,"Harju maakond, Kose vald, Ojasoo küla","Harju county, Kose rural municipality, Ojasoo village","Харьюский уезд, волость Козе, деревня Оясоо",,1,,
5738,,,,Oru küla,Oru village,Деревня Ору,0338,3,"Harju maakond, Kose vald, Oru küla","Harju county, Kose rural municipality, Oru village","Харьюский уезд, волость Козе, деревня Ору",,1,,
5907,,,,Pala küla,Pala village,Деревня Пала,0338,3,"Harju maakond, Kose vald, Pala küla","Harju county, Kose rural municipality, Pala village","Харьюский уезд, волость Козе, деревня Пала",,1,,
5962,,,,Palvere küla,Palvere village,Деревня Палвере,0338,3,"Harju maakond, Kose vald, Palvere küla","Harju county, Kose rural municipality, Palvere village","Харьюский уезд, волость Козе, деревня Палвере",,1,,
6052,,,,Paunaste küla,Paunaste village,Деревня Паунасте,0338,3,"Harju maakond, Kose vald, Paunaste küla","Harju county, Kose rural municipality, Paunaste village","Харьюский уезд, волость Козе, деревня Паунасте",,1,,
6053,,,,Paunküla,Paunküla village,Деревня Паункюла,0338,3,"Harju maakond, Kose vald, Paunküla","Harju county, Kose rural municipality, Paunküla village","Харьюский уезд, волость Козе, деревня Паункюла",,1,,
6483,,,,Puusepa küla,Puusepa village,Деревня Пуусепа,0338,3,"Harju maakond, Kose vald, Puusepa küla","Harju county, Kose rural municipality, Puusepa village","Харьюский уезд, волость Козе, деревня Пуусепа",,1,,
6869,,,,Rava küla,Rava village,Деревня Рава,0338,3,"Harju maakond, Kose vald, Rava küla","Harju county, Kose rural municipality, Rava village","Харьюский уезд, волость Козе, деревня Рава",,1,,
6872,,,,Raveliku küla,Raveliku village,Деревня Равелику,0338,3,"Harju maakond, Kose vald, Raveliku küla","Harju county, Kose rural municipality, Raveliku village","Харьюский уезд, волость Козе, деревня Равелику",,1,,
6875,,,,Ravila alevik,Ravila small town,Сельский посёлок Равила,0338,3,"Harju maakond, Kose vald, Ravila alevik","Harju county, Kose rural municipality, Ravila small town","Харьюский уезд, волость Козе, сельский посёлок Равила",,1,,
6981,,,,Riidamäe küla,Riidamäe village,Деревня Рийдамяэ,0338,3,"Harju maakond, Kose vald, Riidamäe küla","Harju county, Kose rural municipality, Riidamäe village","Харьюский уезд, волость Козе, деревня Рийдамяэ",,1,,
7191,,,,Rõõsa küla,Rõõsa village,Деревня Рыыза,0338,3,"Harju maakond, Kose vald, Rõõsa küla","Harju county, Kose rural municipality, Rõõsa village","Харьюский уезд, волость Козе, деревня Рыыза",,1,,
7308,,,,Saarnakõrve küla,Saarnakõrve village,Деревня Саарнакырве,0338,3,"Harju maakond, Kose vald, Saarnakõrve küla","Harju county, Kose rural municipality, Saarnakõrve village","Харьюский уезд, волость Козе, деревня Саарнакырве",,1,,
7324,,,,Sae küla,Sae village,Деревня Саэ,0338,3,"Harju maakond, Kose vald, Sae küla","Harju county, Kose rural municipality, Sae village","Харьюский уезд, волость Козе, деревня Саэ",,1,,
7457,,,,Saula küla,Saula village,Деревня Саула,0338,3,"Harju maakond, Kose vald, Saula küla","Harju county, Kose rural municipality, Saula village","Харьюский уезд, волость Козе, деревня Саула",,1,,
7597,,,,Silmsi küla,Silmsi village,Деревня Силмси,0338,3,"Harju maakond, Kose vald, Silmsi küla","Harju county, Kose rural municipality, Silmsi village","Харьюский уезд, волость Козе, деревня Силмси",,1,,
7891,,,,Sõmeru küla,Sõmeru village,Деревня Сымеру,0338,3,"Harju maakond, Kose vald, Sõmeru küla","Harju county, Kose rural municipality, Sõmeru village","Харьюский уезд, волость Козе, деревня Сымеру",,1,,
7963,,,,Sääsküla,Sääsküla village,Деревня Сяэскюла,0338,3,"Harju maakond, Kose vald, Sääsküla","Harju county, Kose rural municipality, Sääsküla village","Харьюский уезд, волость Козе, деревня Сяэскюла",,1,,
8022,,,,Tade küla,Tade village,Деревня Таде,0338,3,"Harju maakond, Kose vald, Tade küla","Harju county, Kose rural municipality, Tade village","Харьюский уезд, волость Козе, деревня Таде",,1,,
